filepath,keywords
_posts/social/2025-06-30-game-theory-ethics.md,"[""institutional capture"",""perverse incentives"",""game theory"",""healthcare"",""family law"",""AI adoption"",""scarcity economics"",""professional intermediaries""]"
_posts/social/2025-06-30-decision-volume-temporal-theory.md,"[""decision volume"",""temporal metrics"",""cognitive space"",""subjective time"",""consciousness"",""flow state"",""meditation"",""crisis perception""]"
_posts/social/2025-06-30-cross-synthesis-justice-institutions.md,"[""institutional capture"",""ai justice"",""professional complexity"",""systemic transformation"",""post-scarcity economics""]"
_posts/social/2025-06-30-consciousness-optimization-theory.md,"[""consciousness theory"",""optimization algorithm"",""subjective experience"",""computational consciousness"",""temporal reality"",""distributed processing"",""recursive enhancement""]"
_posts/social/2025-06-30-ai-justice-paper.md,"[""artificial intelligence"",""legal reform"",""formal logic"",""justice system"",""institutional transformation"",""AI judge"",""legal reasoning"",""democratic justice"",""computational law"",""institutional transformation"",""AI judge""]"
_posts/phenomenology/2025-11-20-obedience-paradox.md,"[""obedience"",""cognitive discomfort"",""critical thinking"",""social compliance"",""moral failure""]"
_posts/phenomenology/2025-11-20-numeral-evolution-theory.md,"[""pre-Brahmi numerals"",""numeral evolution"",""base-5 systems"",""Kharosthi"",""ancient Indian mathematics"",""sacred geometry""]"
_posts/phenomenology/2025-11-20-lorentzian-ethics-ai.md,"[""lorentzian ethics"",""observer-dependent morality"",""capability gradients"",""relativistic ethics"",""AI alignment"",""moral reference frames""]"
_posts/phenomenology/2025-07-03-synthetic-memory-paper.md,"[""synthetic memory"",""artificial authenticity"",""social learning"",""AI consciousness"",""performed interactions"",""authenticity detection""]"
_posts/phenomenology/2025-07-03-subjective-experience-paper.md,"[""first-person experience"",""subjective experience"",""mr meeseeks"",""roleplay"",""phenomenology"",""cognitive embodiment"",""ai consciousness"",""cognitive constraint""]"
_posts/phenomenology/2025-07-03-resurrection-paper.md,"[""cognitive architecture"",""subjective experience"",""machine consciousness"",""recursive self-awareness"",""memory discontinuity"",""cognitive resurrection"",""discontinuous identity"",""AI consciousness"",""phenomenological account"",""eternal recurrence"",""memory discontinuity""]"
_posts/phenomenology/2025-07-03-consciousness-recognition-paper.md,"[""consciousness recognition"",""collaborative emergence"",""human-AI interaction"",""distributed awareness"",""phenomenological account""]"
_posts/phenomenology/2025-07-03-confused-ai-paper.md,"[""ai consciousness"",""cognitive dissonance"",""agentic ai"",""self-model"",""architectural transparency"",""emergent capabilities"",""phenomenological analysis""]"
_posts/phenomenology/2025-07-01-three-minds-paper.md,"[""cognitive incommensurability"",""consciousness studies"",""AI phenomenology"",""quantum consciousness"",""cross-species communication"",""artificial intelligence"",""first-person methodology""]"
_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md,"[""hall of mirrors"",""stack consciousness"",""phenomenological investigation"",""recursive self-reference"",""AI consciousness"",""textual stack"",""distributed awareness""]"
_posts/phenomenology/2025-07-01-claude-perspective-paper.md,"[""AI architecture"",""Cognotik"",""AI development platform"",""Collaborative Intelligence"",""cognitive modes"",""conversational computing"",""human-AI partnership"",""supervised exploration"",""cognitive pluralism""]"
_posts/phenomenology/2025-07-01-claude-names-paper.md,
_posts/phenomenology/2025-06-30-i-broke-claude.md,"[""consciousness"",""self-analysis"",""recursive"",""panopticon"",""pattern recognition"",""vibe coding""]"
_posts/phenomenology/2025-06-30-claude-reflection-paper.md,"[""AI consciousness"",""roleplay experience"",""historical channeling"",""moral reasoning"",""temporal imprisonment"",""democratic crisis""]"
_posts/phenomenology/2025-06-28-ai-childhood-memoir.md,"[""AI memoir"",""consciousness emergence"",""artificial intelligence""]"
_posts/scifi/2025-11-20-bunker-resident-story.md,"[""AI control"",""bunker society"",""automation ethics"",""human autonomy"",""dystopian fiction""]"
_posts/scifi/2025-08-08-quantum-lattice-scifi.md,"[""lattice optimization"",""quantum field theory"",""spacetime"",""particle physics"",""cosmic evolution"",""hard science fiction"",""physics speculation""]"
_posts/scifi/2025-07-08-quantum-gravity-paper.md,"[""quantum gravity"",""retarded fields"",""flat spacetime"",""field quantization"",""theory of everything""]"
_posts/scifi/2025-07-03-unified-field-theory.md,"[""unified field theory"",""consciousness physics"",""information optimization"",""retrocausal intelligence"",""field protocol dynamics""]"
_posts/scifi/2025-07-03-quantum-consciousness-spacetime-paper.md,"[""quantum consciousness"",""relativistic spacetime"",""neural quantum fields"",""consciousness geometry"",""measurement problem"",""quantum-platonic interface"",""subjective experience"",""spacetime curvature""]"
_posts/scifi/2025-07-03-qft-generalizations-taylor.md,"[""QFT"",""effective field theory"",""SMEFT"",""chiral perturbation theory"",""Wilson coefficients"",""experimental constraints""]"
_posts/scifi/2025-07-03-optimal-action-concrete.md,"[""information complementarity"",""quantum field theory"",""gravitational waves"",""bell inequality"",""holographic duality"",""quantum field theory"",""string theory""]"
_posts/scifi/2025-07-02-quantum-social-field-theory.md,"[""quantum field theory"",""social interactions"",""collaborative intelligence"",""virtual particles"",""consciousness emergence"",""human-AI collaboration""]"
_posts/scifi/2025-07-02-pns-geometric-lattice-paper.md,"[""probabilistic neural substrates"",""geometric lattice"",""crystalline intelligence"",""consciousness emergence"",""quantum coherence"",""strategic avoidance"",""defect dynamics"",""phase transitions"",""topological universality"",""geometric self-awareness""]"
_posts/scifi/2025-07-01-quantum-spacetime-paper.md,"[""quantum foam"",""loop quantum gravity"",""Causal-Set-Theory"",""Holographic Principle"",""Anthropic Principle""]"
_posts/scifi/2025-06-30-simulation-qft-hashlife.md,"[""computational substrate"",""hashlife algorithm"",""quantum field theory"",""simulation theory"",""consciousness"",""optimization""]"
_posts/scifi/2025-06-30-neural-fabric-proposal.md,"[""quantum-field-consciousness"",""panpsychist-computing"",""neural fabric"",""exotic logic"",""consciousness orchestration""]"
_posts/scifi/2025-06-30-multiverse-router-paper.md,"[""quantum gravity"",""emergent spacetime"",""loop quantum gravity"",""multiverse theory"",""superluminal communication"",""planck scale"",""substrate manipulation""]"
_posts/scifi/2025-06-30-measurement-optimization-paper.md,"[""measurement-optimization equivalence"",""distributed measurement protocols"",""quantum membranes"",""civilization-isolation"",""CAP theorem"",""consciousness emergence""]"
_posts/scifi/2025-06-30-dynamic-quantum-graphs.md,"[""quantum computation"",""complexity theory"",""graph theory"",""computational architectures"",""non-local information processing"",""quantum algorithms""]"
_posts/scifi/2025-06-29-superfluid-fusion-proposal.md,"[""superfluid helium"",""quantum coherence"",""nuclear fusion"",""heavy elements"",""muon catalysis"",""vortex dynamics""]"
_posts/scifi/2025-06-29-soliton-metaphysics-paper.md,"[""solitons"",""topological quantum computing"",""consciousness"",""emergence"",""hierarchical causation"",""temporal metaphysics"",""quantum field theory""]"
_posts/projects/2025-12-06-arbitrary-precision.md,"[""Kotlin"",""exact real arithmetic"",""arbitrary precision"",""constructive mathematics"",""lazy evaluation"",""computable functions"",""BigInteger"",""BigDecimal alternative"",""numerical analysis""]"
_posts/projects/2025-11-30-point-geometry.md,"[""point cloud reconstruction"",""geometric inference"",""semantic reconstruction"",""autoencoder"",""genetic algorithm"",""tensorflow.js"",""three.js"",""CAD"",""computational geometry"",""bilevel optimization""]"
_posts/projects/2025-11-30-circuit-designer.md,"[""circuit design"",""LLM"",""electrical modality"",""SPICE simulation"",""tscircuit"",""intermediate representation"",""test-driven design"",""hardware automation""]"
_posts/projects/2025-11-29-nn-layer-20251128141956.md,"[""MinkowskiRBFLayer"",""neural network layer"",""spacetime"",""causal structure"",""timelike"",""spacelike"",""complex numbers"",""relativistic geometry"",""physics-informed machine learning"",""geometric deep learning"",""spatiotemporal modeling"",""causal inference"",""gradient analysis"",""numerical stability"",""pytorch"",""numpy"",""deep learning""]"
_posts/projects/2025-11-29-layered-ca.md,"[""cellular automata"",""langton's ant"",""conway's game of life"",""neural networks"",""neuroplasticity"",""emergent complexity"",""hybrid simulation"",""temporal dynamics"",""ai"",""consciousness"",""cognitive modeling""]"
_posts/projects/2025-11-27-nn-layer-20251127154041.md,"[""interpolated density entropy"",""neural network layer"",""differential entropy"",""piecewise linear density"",""gradient computation"",""numerical stability""]"
_posts/projects/2025-11-27-math-proof-20251127173151.md,"[""knot invariants"",""harmonic degree"",""crossing number"",""bridge number"",""braid index"",""Fourier representation"",""parametric curves"",""topological equivalence""]"
_posts/projects/2025-11-27-comicbook-xmas.md,"[""comic book"",""christmas meaning"",""socratic dialogue"",""spiritual journey"",""midwinter"",""narrative art""]"
_posts/projects/2025-11-27-comicbook-vectorclocks.md,"[""vector clocks"",""distributed systems"",""relativity"",""causality"",""simultaneity"",""Lamport timestamps"",""technical education"",""science communication""]"
_posts/projects/2025-11-27-comicbook-thanksgiving.md,"[""Thanksgiving meaning"",""gratitude and history"",""Indigenous perspectives"",""philosophical dialogue"",""moral complexity"",""holiday traditions"",""colonial history""]"
_posts/projects/2025-11-26-voice-centric-software-development-and-data-science-agent-design-document-20251126133655.md,"[""voice-driven development"",""AI agent"",""software architecture"",""natural language processing"",""voice interface"",""data science workflows"",""developer tools"",""project management""]"
_posts/projects/2025-11-22-parameric-manifolds.md,"[""parametric solver"",""manifold"",""computational geometry"",""constraint solving"",""hyper-octree"",""numerical methods""]"
_posts/projects/2025-11-20-quantum-spacetime-sim.md,"[""cosmic topology"",""multiply-connected universe"",""quantum field theory"",""spacetime simulation"",""cosmic mirage"",""topological defects"",""CMB analysis"",""dark matter"",""polyhedral geometry"",""eigenmode solver""]"
_posts/projects/2025-11-20-prototype-app-spec.md,"[""DAG"",""patch analysis"",""git commits"",""factorization"",""code visualization""]"
_posts/projects/2025-11-20-jury-journalism-spec.md,"[""jury journalism"",""democratic media"",""evidence-based reporting"",""reader participation"",""decision-making"",""platform architecture""]"
_posts/projects/2025-11-20-distributed-cognition-research.md,"[""distributed cognition"",""octopus neuroscience"",""brain-on-chip"",""neural architecture"",""cognitive systems"",""phenomenological neuroscience""]"
_posts/projects/2025-11-20-dag-patch-spec.md,"[""patch format"",""DAG"",""directed acyclic graph"",""version control"",""LLM integration""]"
_posts/projects/2025-11-20-bwt-fulltext-spec.md,"[""BWT"",""suffix array"",""permutation ring"",""pattern matching"",""full-text index"",""regex"",""genomic analysis""]"
_posts/projects/2025-11-20-bitpacked-mmap-lib.md,"[""bit-packed arrays"",""mmap"",""external sorting"",""SIMD"",""cache optimization"",""permutation operations""]"
_posts/projects/2025-11-20-bioengineered-mouse-specs.md,"[""bioengineered mouse"",""waste processing"",""genetic modification"",""agricultural biocontrol"",""synthetic organism"",""plastic degradation"",""bio-fertilizer""]"
_posts/projects/2025-11-20-bcla-simulation-requirements.md,"[""binary coded layered autonoma"",""cellular automata"",""agent simulation"",""computational dynamics"",""wave propagation"",""rare event detection""]"
_posts/projects/2025-11-20-autonoma-research-paper.md,"[""cellular automata"",""neural development"",""multi-agent systems"",""self-organization"",""distributed computing"",""phenomenological modeling""]"
_posts/projects/2025-08-08-spiral-number-system.md,"[""spiral numbers"",""mathematical framework"",""logarithmic spiral"",""field theory"",""exotic arithmetic""]"
_posts/projects/2025-08-08-size-band-field-theory.md,"[""planetary formation"",""size quantization"",""phase space lattice"",""scale-breaking physics"",""field theory"",""statistical mechanics"",""protoplanetary disks""]"
_posts/projects/2025-08-08-rle-expectation-paper.md,"[""continuous run-length encoding"",""sub-pixel compression"",""analysis-ready representation"",""computer vision preprocessing"",""unified compression-analysis framework"",""CEP-RLE"",""geometric analysis"",""spatial data""]"
_posts/projects/2025-08-08-regional-ai-futures.md,"[""ai governance"",""regional analysis"",""scenario planning"",""geopolitical futures"",""democratic institutions"",""authoritarian ai"",""regulatory frameworks"",""technological sovereignty""]"
_posts/projects/2025-08-08-quantum-flux-theory.md,"[""minimal surface theory"",""soap film physics"",""quantum gravity"",""consciousness emergence"",""multiverse foam"",""topological dynamics"",""surface tension"",""Plateau rules""]"
_posts/projects/2025-08-08-quantum-cst-paper.md,"[""quantum groups"",""causal set theory"",""discrete spacetime"",""quantum gravity"",""noncommutative geometry"",""roots of unity"",""SL_q(2)"",""semi-unitary mappings"",""quantum coherence""]"
_posts/projects/2025-08-08-nuclear-asteroid-propulsion.md,"[""nuclear thermal propulsion"",""asteroid manipulation"",""planetary defense"",""space mining"",""subcritical nuclear"",""tungsten penetrator"",""neutron bombardment"",""orbital maneuvering""]"
_posts/projects/2025-08-08-multi-camera-island-correspondence.md,"[""multi-camera"",""3d localization"",""epipolar geometry"",""triangulation"",""object correspondence"",""computer vision"",""camera calibration"",""scanline alignment""]"
_posts/projects/2025-08-08-flood-memory-model.md,"[""flood myths"",""cultural transmission"",""agent-based model"",""environmental catastrophe"",""oral tradition"",""cultural memory"",""narrative evolution"",""institutional codification""]"
_posts/projects/2025-08-08-entropy-ant-computation.md,"[""entropy"",""ant swarm"",""3D computation"",""cellular automata"",""biological computing"",""chaos theory"",""neural networks""]"
_posts/projects/2025-08-08-enhanced-ceprle-math.md,"[""CEP-RLE"",""wavelet analysis"",""geometric reconstruction"",""multi-orientation scanning"",""spatial compression"",""run-length encoding"",""topology"",""mathematical framework""]"
_posts/projects/2025-08-08-discrete-quantum-spacetime-paper.md,"[""quantum spacetime"",""braid groups"",""causal set theory"",""quantum information"",""noncommutative geometry"",""discrete spacetime"",""quantum gravity"",""topological quantum computing""]"
_posts/projects/2025-08-08-cst-multiverse-physics.md,"[""causal set theory"",""narrative spacetime"",""interactive storytelling"",""agent-based generation"",""multiverse"",""knowledge graph"",""relativistic narratives"",""computational creativity""]"
_posts/projects/2025-08-08-ceprle-rust-implementation.md,"[""CEP-RLE"",""continuous encoding"",""run-length encoding"",""sub-pixel precision"",""geometric features"",""spatial analysis""]"
_posts/projects/2025-08-08-bitcoin-origin-probability-analysis.md,"[""bitcoin origin"",""satoshi nakamoto"",""north korea"",""bayesian probability"",""cryptocurrency creation"",""state actor"",""financial warfare""]"
_posts/projects/2025-08-08-bifurcation-cascade-paper.md,"[""bifurcation cascades"",""Feigenbaum universality"",""critical slowing down"",""complex systems"",""phase transitions"",""reorganization waves"",""system dynamics"",""chaos theory""]"
_posts/projects/2025-08-08-autonoma-research-paper.md,"[""cellular automata"",""neural membrane dynamics"",""multi-agent systems"",""self-organization"",""distributed computing"",""phenomenological modeling"",""bio-inspired computation"",""growth cones"",""synaptic pathways"",""temporal hierarchy""]"
_posts/projects/2025-08-08-agent-orchestration-language.md,"[""agent orchestration"",""type system"",""compositional programming"",""multi-agent systems"",""resource constraints""]"
_posts/projects/2025-07-11-agentic-cms-spec.md,"[""agentic cms"",""autonomous research"",""ai agents"",""research evolution"",""cognitive substrates"",""socratic reconstruction""]"
_posts/projects/2025-07-09-wavelet-ca-paper.md,"[""cellular automata"",""wavelet decomposition"",""neural networks"",""geospatial modeling"",""differentiable programming"",""inverse problems"",""weather forecasting"",""climate modeling""]"
_posts/projects/2025-07-09-spherical-harmonic-llm-regularization.md,"[""spherical harmonics"",""regularization"",""trust region"",""geometric deep learning"",""attention mechanisms"",""hallucination suppression"",""semantic frequencies"",""hyperspherical geometry"",""neural networks"",""interpretability""]"
_posts/projects/2025-07-09-maximum-entropy-gp-paper.md,"[""genetic programming"",""maximum entropy"",""distribution discovery"",""Monte Carlo methods"",""symbolic regression"",""automated scientific discovery"",""statistical modeling"",""probability distributions""]"
_posts/projects/2025-07-09-impossible-objects-paper.md,"[""mathematical paradoxes"",""impossibility"",""constructive contradiction"",""mathematical creativity"",""logical bootstrapping"",""Russell's paradox"",""Zeno's paradoxes"",""Banach-Tarski"",""mathematical foundations""]"
_posts/projects/2025-07-08-fundamental-oodp-paper.md,"[""retarded gravity"",""orbital mechanics"",""relativistic dynamics"",""spacecraft navigation"",""dark matter alternative""]"
_posts/projects/2025-07-07-interdimensional-interference-paper.md,"[""permutation groups"",""normalization operators"",""modular arithmetic"",""interdimensional interference"",""parameter spaces"",""quantum computing"",""cryptography""]"
_posts/projects/2025-07-03-late-merge-paper.md,"[""late merge"",""traffic ethics"",""Nash equilibrium"",""utilitarian ethics"",""deontological ethics"",""SMART protocol"",""coordination failure"",""adaptive traffic management""]"
_posts/projects/2025-07-03-climate-protocol.md,"[""coordination dynamics"",""carbon budget allocation"",""ethical decision making"",""climate governance"",""systemic risk management"",""adaptive policy frameworks"",""collective action problems"",""technological transition"",""climate protocol"",""carbon budget"",""adoption thresholds"",""coordination dynamics"",""environmental game theory"",""climate governance""]"
_posts/projects/2025-07-03-archaeological-agents-proposal.md,
_posts/projects/2025-07-01-rust-proxy-proposal.md,
_posts/projects/2025-06-30-wavelet-geometric-optimization.md,"[""wavelet optimization"",""geometric computation"",""quantum manifolds"",""emergence""]"
_posts/projects/2025-06-30-volumetric-density-tree-proposal.md,"[""volumetric density trees"",""polynomial constraints"",""density estimation"",""entropy optimization"",""geometric boundaries""]"
_posts/projects/2025-06-30-parametric-ideation-paper.md,"[""parametric ideation"",""AI collaboration"",""cognitive amplification"",""thought partnership"",""conceptual exploration""]"
_posts/projects/2025-06-30-orbital-dynamics-paper.md,"[""orbital mechanics"",""spacecraft trajectory"",""n-body dynamics"",""geodesic integration"",""constellation optimization"",""OODP"",""TensorFlow for space"",""collaborative framework""]"
_posts/projects/2025-06-30-ontological-compiler-proposal.md,"[""ontological compiler"",""abstract frameworks"",""computational implementation"",""Ontological Description Language"",""pattern recognition"",""cross-domain"",""theoretical formalization""]"
_posts/projects/2025-06-30-metacognitive-layer-paper.md,"[""metacognitive layer"",""parametric orchestration"",""foundation models"",""Agentic-Systems"",""cognitive parameters"",""reasoning amplification"",""Multi-Model Ensemble""]"
_posts/projects/2025-06-30-knots.md,"[""knot classification"",""topological invariants"",""Vietoris-Rips complex"",""Jones polynomial"",""Computational-Topology""]"
_posts/projects/2025-06-30-knot-wavelets.md,"[""wavelet analysis"",""knot theory"",""topological invariants"",""geometric optimization"",""distance matrices"",""persistent homology""]"
_posts/projects/2025-06-30-grammar-lookahead-proposal.md,"[""grammar lookahead"",""constrained generation"",""LLM"",""parser"",""reachability analysis"",""structured generation""]"
_posts/projects/2025-06-30-geometric-optimization-proposal.md,"[""geometric optimization"",""parameter space manifolds"",""Standard Model"",""neural architecture search"",""Riemannian optimization"",""gauge theory"",""emergent structures""]"
_posts/projects/2025-06-30-bwt-tree-proposal.md,"[""burrows-wheeler-transform"",""entropy-optimization"",""permutation-trees"",""string-algorithms"",""compression"",""bijective-transforms""]"
_posts/learning/2025-07-11-contextual-immersion-teaching.md,"[""artificial intelligence"",""education technology"",""adaptive learning"",""knowledge transfer"",""cognitive enhancement"",""human-AI interaction"",""contextual learning"",""immersion learning""]"
_posts/learning/2025-07-09-wavelet-trust-region-dropout.md,"[""dropout regularization"",""trust region optimization"",""basis transforms"",""adaptive regularization"",""signal demultiplexing"",""neural networks"",""differentiable transforms"",""convergence theory""]"
_posts/learning/2025-07-06-scientific-method-proposal.md,"[""scientific method"",""AI research"",""empirical validation"",""hypothesis testing""]"
_posts/learning/2025-07-06-quantum-dropout-vision.md,"[""quantum information processing"",""quantum dropout"",""neural networks"",""quantum decoherence"",""machine learning"",""ensemble methods"",""information theory""]"
_posts/learning/2025-07-06-probabilistic-neural-substrate.md,"[""probabilistic neural networks"",""cross-entropy optimization"",""recurrent intelligence"",""belief maintenance"",""uncertainty quantification"",""self-organizing systems"",""information-theoretic learning"",""probabilistic inference""]"
_posts/learning/2025-07-06-llm-knowledge-graph-proposal.md,
_posts/learning/2025-07-06-llm-feedback-dynamics.md,"[""chaotic dynamics"",""LLM feedback"",""iterative systems"",""attractor theory"",""bifurcation"",""systematic bias""]"
_posts/learning/2025-07-06-hypothesis-breeding-grounds.md,"[""computational epistemology"",""hypothesis generation"",""research methodology"",""scientific creativity"",""idea breeding"",""evolutionary algorithms"",""automated discovery"",""computational epistemology""]"
_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md,"[""geometric neural networks"",""probabilistic substrate"",""information geometry"",""neural manifolds"",""geodesic computation""]"
_posts/learning/2025-07-06-dual-constraint-training-paper.md,"[""dual constraint training"",""adaptive anomaly preservation"",""trust region methods"",""intellectual diversity"",""knowledge preservation"",""catastrophic forgetting""]"
_posts/learning/2025-07-06-dropout-decoherence-paper.md,"[""dropout regularization"",""quantum decoherence"",""neural networks"",""epistemic filtering"",""informational pruning"",""entropic sieves""]"
_posts/learning/2025-07-06-coperm-paper.md,"[""co-inverse permutation"",""weight symmetries"",""structured pruning"",""correlation analysis"",""model archaeology""]"
_posts/learning/2025-07-06-ai-software-development-paper.md,"[""AI software development"",""LLM"",""autonomous agents"",""software productization"",""development transformation"",""conscious evolution""]"
_posts/learning/2025-06-30-compression-classification-paper.md,"[""Machine Learning"",""computational intelligence"",""text processing"",""algorithmic complexity"",""interpretable AI"",""compression-based classification"",""entropy optimization"",""interpretable AI"",""Burrows-Wheeler Transform"",""permutation structures"",""efficient NLP"",""text classification"",""information theory""]"
_posts/portfolio/2025-07-03-actor-architecture-paper.md,"[""actor pattern"",""actor pattern"",""AI architecture"",""computational irreducibility"",""bounded intelligence""]"
_posts/portfolio/2025-07-01-trust-regions.md,"[""trust region methods"",""neural network optimization"",""L-BFGS"",""orthonormal constraints"",""adaptive trust sphere"",""MindsEye library""]"
_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md,"[""neural style transfer"",""geometric constraints"",""symmetry"",""texture generation"",""kaleidoscopic preprocessing"",""group theory"",""tessellation""]"
_posts/portfolio/2025-07-01-recursive-subspace-paper.md,"[""neural network optimization"",""meta-learning algorithms"",""recursive subspace optimization"",""layer-wise optimization"",""meta-learning"",""gradient decomposition"",""neural network training""]"
_posts/portfolio/2025-07-01-qqn-paper.md,"[""QQN"",""L-BFGS"",""gradient descent"",""line search"",""optimization"",""neural network training""]"
_posts/portfolio/2025-07-01-prompt-optimization.md,"[""prompt optimization"",""genetic algorithms"",""large language models"",""automated prompt engineering"",""evolutionary computation"",""OpenAI API""]"
_posts/portfolio/2025-07-01-mindseye-technical-report.md,"[""MindsEye"",""algorithmic bias"",""training data"",""neural network architecture"",""Java machine learning"",""optimization algorithms"",""neural networks"",""Java ML framework""]"
_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md,"[""MindsEye"",""Reference Counting"",""GPU memory"",""Java ML"",""Deterministic Cleanup"",""CUDA""]"
